"X.Samples","Explanatory","Res_Type","a1_Logi","b1_Logi","c1_Logi","a1_Gom","b1_Gom","c1_Gom","a2_Logi","b2_Logi","c2_Logi","a2_Gom","b2_Gom","c2_Gom"
113,"child_vaccination","Coefficient",-14357.7281773972,-0.0222607488026438,0.000814227765568268,-7696.85079185282,-0.151782360986318,0.000554061371250394,2007.02905893857,0.0270033726127226,-0.00212982064879609,2259.35186733824,0.0724974118500157,-0.00110798689918929
113,"child_vaccination","R-square",0.0240878937497909,0.0243242874951628,0.034961848455607,9.4706379450347e-05,0.0102907704663944,0.0318491710821704,0.000847386415565065,0.0494987279938464,0.0332181433813992,0.000595832291955989,0.0450517407354048,0.0351107885389024
113,"child_vaccination","P-value",0.100704776615263,0.0990287132946936,0.0473607102853201,0.920375656100193,0.296179401837432,0.0646126173203558,0.829805196335916,0.0962288361663255,0.174802679631564,0.858273834676796,0.116300661587695,0.166704309894167
81,"malnutrition","Coefficient",21505.6496108619,0.094611422577099,-0.00194962070005397,159924.876980317,0.683770701117911,-0.00162677363534007,-13713.3883873655,-0.0974297348817412,0.00574898394279129,-20286.5717828595,-0.233866835073564,0.00349151879209546
81,"malnutrition","R-square",0.0147917892575145,0.179341494086493,0.0971110434920009,0.0128439439928828,0.0834977917619149,0.128676074337397,0.00419732046328185,0.0731939402253753,0.0555960126544966,0.00506722325010187,0.0521632203460264,0.0715073479367784
81,"malnutrition","P-value",0.279429627051599,8.17525059441646e-05,0.00462681632807628,0.323181529843232,0.0102936024881122,0.00125981244312816,0.672428411445739,0.0722596677093897,0.118929853949047,0.646109240582785,0.135919426344407,0.0792871213425571
114,"migration_rate","Coefficient",-4020.25178834763,0.00264399067475841,0.000911113022959046,-32813.5776002216,0.15439207754528,0.000901532547746601,2330.35611707494,0.015748145323006,-0.000609256383447269,5990.46618072644,0.0891538714907015,-0.000362404147701471
114,"migration_rate","R-square",0.00054277008666348,9.79773421643585e-05,0.0125009647001518,0.000583284217227486,0.0035987413656691,0.0282596265884636,0.000578783180355646,0.00853203318430353,0.00137371729094665,0.00212520533888621,0.03457007978192,0.00189823866952308
114,"migration_rate","P-value",0.805650900665694,0.916754083153519,0.236278066185437,0.803147189655561,0.535490418042807,0.0805850566151981,0.857735883333706,0.490430407819493,0.78237991633845,0.733467023685212,0.166128284151705,0.747602343090431
110,"prop_urban_pop","Coefficient",-3782.69279633761,-0.00738053028383954,0.000213268937939581,-54005.4974398903,0.00249640187116037,0.000236567004490753,3024.46180496175,0.0140887513058141,-7.38209428804727e-05,4006.85121431947,0.0475432677804366,-0.000104625801881729
110,"prop_urban_pop","R-square",0.00516667781465128,0.00875441493664066,0.00748085041900376,0.0168190619924206,1.08534745839423e-05,0.0210020348528675,0.00891033825022398,0.0634617086944026,0.000480264631804087,0.0090081231065117,0.094564132487806,0.00315493834477234
110,"prop_urban_pop","P-value",0.455526227592383,0.330929624859242,0.368941774924597,0.187310123081439,0.973392159149492,0.140207491198523,0.497173743616168,0.0661151407891118,0.875014795358294,0.499030617476638,0.0250957379652537,0.689539362949714
21,"PubSocialWelfare2018","Coefficient",6710.39332659413,0.00524909786154331,-0.00292078383949451,7221.3908805442,0.00162302004269601,-0.0020343791854078,5753.50477093757,-0.0766545889119669,0.00181056335941004,12802.434033219,-0.165540738302927,0.00195075672351246
21,"PubSocialWelfare2018","R-square",0.171514311454819,0.00180953041449332,0.0948097352122099,0.18314593996842,5.60234496956229e-06,0.0895468649467625,0.0430998020829645,0.108205382920674,0.0697766259785792,0.0284485749028672,0.0638460553512947,0.195250880242845
21,"PubSocialWelfare2018","P-value",0.0619789452488326,0.854733737084209,0.174497814188512,0.0529492407160229,0.991875752967396,0.187578246876379,0.408450648064311,0.182577524386093,0.289504808437645,0.532338518492405,0.345082764529669,0.086598320603675
