"X.Samples","Explanatory","Res_Type","a2_Logi","b2_Logi","c2_Logi","a2_Gom","b2_Gom","c2_Gom"
78,"Infant_vaccination_rate","Coefficient",62616.0333979826,0.0292405954830101,0.00156990346229985,207002.8772736,0.550178911932098,-0.000646083933530698
78,"Infant_vaccination_rate","R-square",0.00720871009601003,0.000568841436724787,0.000434906507955418,0.0203834838197974,0.000683134019557465,0.000208349543447837
78,"Infant_vaccination_rate","P-value",0.459856900701341,0.835799282942488,0.856189216143111,0.280714077876688,0.844219743420073,0.913594736583049
53,"Pecentage_of_malnourished_population","Coefficient",-151371.739425193,-0.0617283890039773,-0.00318554398880225,-315764.075356963,-2.93420149515161,-0.000712556759233253
53,"Pecentage_of_malnourished_population","R-square",0.0336153702489542,0.00273253902894407,0.00135159441126758,0.0564152891333918,0.0220397237514502,0.000271895871227855
53,"Pecentage_of_malnourished_population","P-value",0.188807558571148,0.710087885512764,0.793820712920038,0.145399584679814,0.367074457493162,0.920636698027104
76,"Net_migration_rate","Coefficient",21341.5097037073,0.0421368366624948,-0.0199847576020811,-8591.94468774656,-0.00492633785578752,-0.0100432222007924
76,"Net_migration_rate","R-square",0.000880331968846178,0.00133060079978996,0.0738799812204783,5.51546073167612e-05,8.66222157597654e-08,0.0787928349859976
76,"Net_migration_rate","P-value",0.799163676972445,0.754404950353529,0.0175391243170431,0.955876422139747,0.998250517232302,0.0328156944427919
76,"Proportion_of_urban_population","Coefficient",155319.861622392,0.0354800185537152,0.00101998829665238,381356.782671114,1.89840478146561,-0.00114313853977407
76,"Proportion_of_urban_population","R-square",0.0378931423378463,0.000722231289994707,0.000156929828899133,0.0755154291675738,0.00885813148995179,0.000712288740207082
76,"Proportion_of_urban_population","P-value",0.091977699527923,0.817746787910069,0.914468864475064,0.0385697498270299,0.486191924553127,0.843775462661352
11,"Public_social_welfare_expenditures","Coefficient",322050.91960459,0.00898855822070361,-0.0850872744087736,668004.558738294,-18.7456454976106,-0.0494204639465237
11,"Public_social_welfare_expenditures","R-square",0.152889988170642,2.22204817329088e-05,0.22910163598951,0.252453924690418,0.185990611032417,0.26631432158023
11,"Public_social_welfare_expenditures","P-value",0.234406655110557,0.989025429701878,0.136384503032542,0.204457877707941,0.286045592437678,0.190460427882239
31,"National_competitiveness","Coefficient",346355.096836947,-0.44646337801023,0.000212331781674283,753947.943881834,-5.89833684130766,-0.0056486568193513
31,"National_competitiveness","R-square",0.109063424203202,0.101762388520985,4.18677592799858e-06,0.199468701355705,0.0474936158333901,0.00952180890230955
31,"National_competitiveness","P-value",0.0696054817024976,0.0802620052754568,0.991283792504689,0.0326460480046399,0.317820766013431,0.65781030530545
64,"Average_annual_temperature","Coefficient",-64476.3722771138,-0.355150209435534,0.00534754934142608,-223035.672299274,-4.61612320785262,0.00345456698812918
64,"Average_annual_temperature","R-square",0.006028366696342,0.0763880409576341,0.0040212523139829,0.0119023904705852,0.0232205615588314,0.00283751272889691
64,"Average_annual_temperature","P-value",0.541981087123813,0.0270531690774864,0.618618203988196,0.46540136384819,0.306524928200625,0.722134080320671
64,"Annual_precipitation","Coefficient",-12303.9696456526,-0.373902970863223,0.00857748951992487,-53559.7028939513,-1.64207280196269,0.00565049711445518
64,"Annual_precipitation","R-square",0.000197681878860945,0.0762424666244751,0.00931644017705707,0.00100333439884975,0.00429523173105105,0.0110970551757885
64,"Annual_precipitation","P-value",0.912196802633671,0.0272055209116513,0.448014795919657,0.832605248981569,0.661619462978529,0.480990857546657
10,"Pharmaceutical_sales","Coefficient",672323.492034413,0.564157785616074,-0.0038467065098429,911517.283986012,-3.23638745717342,-0.0021759152990155
10,"Pharmaceutical_sales","R-square",0.838195411982104,0.128949511042714,0.0329214999838154,0.684098634472499,0.00789912159803645,0.0305628239812594
10,"Pharmaceutical_sales","P-value",0.000200941358397946,0.308175009093349,0.615904476878276,0.0113036825415253,0.834231103273746,0.678825845499941
61,"Exports_to_GDP_ratio","Coefficient",-34574.1710619975,-0.0233713906316889,0.0160481220228605,-48622.3434093917,-0.438796799128853,0.0118593659288404
61,"Exports_to_GDP_ratio","R-square",0.00170732686197159,0.000363437087284785,0.0411966681012884,0.00115617921859787,0.000450131742393908,0.0698528427068113
61,"Exports_to_GDP_ratio","P-value",0.751868334383661,0.884057413412675,0.116688286537989,0.822496506086463,0.888698258167548,0.0759097979814888
59,"Imports_to_GDP_ratio","Coefficient",-148302.331822901,-0.0946044452804961,0.0262617879320047,-111043.425692639,-1.89846013636725,0.0169118222757791
59,"Imports_to_GDP_ratio","R-square",0.0394946845504911,0.00572672916994649,0.105639021651117,0.00616885235729941,0.00754415463548711,0.127442424548424
59,"Imports_to_GDP_ratio","P-value",0.131316873240868,0.568913217169868,0.0120143231303808,0.6123129779249,0.575056755218159,0.0173685975147675
77,"GDP","Coefficient",1812451.58817266,0.73889137391962,-0.0306662391379088,2729347.43077383,4.53076330969667,-0.0189154949033812
77,"GDP","R-square",0.495101767232997,0.0301029987599232,0.013573409583715,0.365285456140552,0.0047673146594448,0.018330374130988
77,"GDP","P-value",9.55391433948745e-13,0.131287664650259,0.312952222375207,5.06528801628781e-07,0.606549376968758,0.31090407067548
21,"Number_of_foreign_visitors","Coefficient",397959.096115431,0.304831863878276,-0.00811615316338314,500197.955101477,0.842585158207946,-0.00467446526943068
21,"Number_of_foreign_visitors","R-square",0.0839187756187196,0.0471926942271625,0.0616092133118945,0.0796928530325411,0.00743692822137073,0.0922700494083875
21,"Number_of_foreign_visitors","P-value",0.202751844802152,0.34419028951471,0.27796962953189,0.30800490427989,0.759916274902634,0.271043500197238
14,"Number_of_international_travelers","Coefficient",450800.808024438,1.09244904394851,-0.00688092391944901,417444.819303139,8.07531293683894,-0.00656824815916772
14,"Number_of_international_travelers","R-square",0.0750452894794128,0.496853004308322,0.0397800415766541,0.0383827907718827,0.577514946917458,0.153222658953572
