"X.Samples","Explanatory","Res_Type","a1_Logi","b1_Logi","c1_Logi","a1_Gom","b1_Gom","c1_Gom","a2_Logi","b2_Logi","c2_Logi","a2_Gom","b2_Gom","c2_Gom"
154,"population","Coefficient",0.00258185476567303,1.91486766967653e-09,-2.98074086558695e-12,0.0234669066311636,-6.36556094954779e-08,-4.15814931619173e-12,0.0107882013736776,-8.16025146023974e-08,-1.13657353203119e-09,0.0158596813567932,-0.0018032274295405,-1.46372917920339e-10
154,"population","R-square",0.375385442948866,0.0127580018845208,4.95077052230371e-05,0.432370962717569,0.0003636749554808,0.000155493120311661,0.766295353031123,0.00586592766640216,0.00659312259418116,0.341098091358336,0.00494007606584817,0.0160820260131831
154,"population","P-value",3.0550006998481e-17,0.163095281818258,0.93098449126012,8.31028718506151e-20,0.817436948182984,0.88002627781713,1.80268954454862e-23,0.525538147436628,0.500848433506984,1.19897288599492e-06,0.596820546569651,0.338509795415759
152,"population_density","Coefficient",3.61986866288522,0.000282735979524326,-4.88323073292503e-06,173.376931528531,-0.0172588132265241,-3.18338700753528e-06,-22.4660464910505,0.000692151588331095,-7.11041207659032e-06,-58.0246889188909,181.616943385163,3.77708985546406e-06
152,"population_density","R-square",1.2492709717115e-05,0.00476435152247436,0.00226817912827946,0.000399088240501762,0.000452060857070187,0.00156576923031017,0.00164701282255159,0.000209047952620828,0.000127821532109787,0.00237369248498073,0.0260323142537449,0.00581366221911346
152,"population_density","P-value",0.965528801504081,0.398126479961178,0.560129508162941,0.810200915941107,0.79824974404097,0.634181840991996,0.738704920673895,0.905436606836481,0.925990137080461,0.716467948205414,0.226291521355254,0.569443598441725
151,"median_age","Coefficient",1150.84775737977,-0.0248814892086586,-0.000323747502886117,-6821.32480819749,-5.3041532885459,-3.89351558384003e-05,5829.39807623068,-0.0526941106204567,-0.00257665317441965,22587.4221577182,19.9098621061223,-0.0017061971302832
151,"median_age","R-square",0.00023640280185265,0.00692041203159795,0.00195003332531458,0.000113613626861312,0.00785260624216566,4.51683514896021e-05,0.0110260986727016,0.00351305832738898,0.0908634398160398,0.0297446064419971,2.58912873972169e-08,0.0939425248970933
151,"median_age","P-value",0.851364997036834,0.309862556615202,0.590307398375886,0.898394784224079,0.287496916349115,0.935831721459802,0.390516282629215,0.62854660131998,0.0118355111860753,0.191482275045454,0.999034950686107,0.0182239517362093
150,"aged_65_older","Coefficient",-2679.20220938474,-0.0657124473793572,0.000105118927951123,-31542.799194549,-7.75818063656731,0.000443258575122292,8657.49387742264,-0.173643208383209,-0.00427229408977739,29143.1410873635,-32510.6432478945,-0.00284977590955784
150,"aged_65_older","R-square",0.000610474416977572,0.0232606290287627,9.87621789739087e-05,0.00116205450953249,0.00803590042423405,0.00284660822761463,0.0133272034000348,0.0209053285742219,0.136892519321261,0.0275642351509678,0.0384296655942311,0.145889345281738
150,"aged_65_older","P-value",0.764084364380289,0.0624339710834292,0.903929528839,0.683970877621681,0.283601192815601,0.523892833511659,0.344868193203209,0.235888241113572,0.00175363600580207,0.208855727736946,0.136741666288093,0.00283438616317095
150,"aged_70_older","Coefficient",-4818.61949431398,-0.103195476330003,-2.8030412959094e-05,-51980.9686829298,-10.5790610560558,0.000520829699777922,12708.200150871,-0.264531297117418,-0.00633061741721807,47163.8860202786,-48565.820484922,-0.00422112965447184
150,"aged_70_older","R-square",0.000921507151440857,0.0264632776172377,3.25312059215285e-06,0.00147712413992477,0.00699360904724426,0.00181111855410793,0.0132559603875589,0.0224870501538335,0.139227492888797,0.0335549449927691,0.039857995272161,0.148840639738376
150,"aged_70_older","P-value",0.712304753010403,0.0467055790008161,0.982523557870762,0.64626061466875,0.317286624317868,0.611276614663848,0.349821509511054,0.222250617063751,0.00172501279887624,0.168707993241945,0.132962367387095,0.00278139144839331
148,"gdp_per_capita","Coefficient",-1.01740437026537,-9.49528701644802e-06,-1.33856237907338e-07,-18.7505137304554,-0.00272385360871635,7.28520999395446e-09,4.63880962141574,8.662973933559e-05,-4.08702618886787e-07,8.51859751406363,18.410816648544,-2.45757224651923e-07
148,"gdp_per_capita","R-square",0.000835569408558228,0.0055289883993461,0.00151932979925863,0.00394268847906158,0.00951083302438928,7.35805199157801e-06,0.0312227602063145,0.0424404042708309,0.0103423678134521,0.0198285615889398,0.10373899095164,0.00938563809130443
148,"gdp_per_capita","P-value",0.727276622115438,0.369095908216548,0.638102801390154,0.4546645468429,0.244887640410341,0.974258935371178,0.14945540472436,0.0919029970191734,0.409250547270184,0.291733561260666,0.0136774471956903,0.469400126597819
105,"extreme_poverty","Coefficient",-2028.05645080662,0.0135503059770626,0.000834315369002263,6939.38751780109,1.52503560517732,0.000602879444202087,-4159.69656738581,-0.0568381199772165,6.13628410061274e-05,-10792.0723763484,-1454.84562665284,2.44967779468174e-05
105,"extreme_poverty","R-square",0.00254410103735068,0.0165364892691042,0.0483404329721598,0.000390081649255675,0.00215217911628728,0.0397347077065672,0.0132857844070894,0.0163587523455632,0.000151288526363134,0.0178054626209412,0.0159523846697338,6.06157251694215e-05
105,"extreme_poverty","P-value",0.609361327544162,0.1910900944371,0.0242198054314382,0.842261764786563,0.640044148268452,0.0424918220587271,0.440405747052721,0.391576093512571,0.934601758330459,0.411731940828773,0.437397062057805,0.96197145485182
149,"cardiovasc_death_rate","Coefficient",-115.845678626811,0.00178260847387816,-7.91380350480183e-05,587.322716709508,0.490542888022663,-5.07536694616509e-05,-743.544326192645,-0.0552946596082921,-0.000589478554682702,-2330.01372245941,-1517.76341659269,0.000108680426744997
149,"cardiovasc_death_rate","R-square",0.000408255948336393,0.011414889634013,0.0200691753204298,0.000141886543746834,0.0113144365393988,0.0130526577453142,0.0207668665543576,0.015367958419858,0.0101124926796945,0.0362581506617364,0.0172361039548435,0.0436636750946102
149,"cardiovasc_death_rate","P-value",0.806777397050553,0.194670276920302,0.084818057623987,0.886529889474615,0.201303509312204,0.169720919282961,0.233967054321687,0.306562100338514,0.407497104230033,0.148578376409476,0.321611625272523,0.112221176536178
151,"diabetes_prevalence","Coefficient",13837.0483421827,0.165182451941328,-0.00235884748826388,122529.561584344,-11.4090314493342,-0.00247031783237042,16947.5389216031,0.884747281213355,0.00679233090392758,29865.6368459926,133708.226423235,0.00181266291410803
151,"diabetes_prevalence","R-square",0.00587710244674018,0.0528172167534125,0.0178491625229346,0.0057173963357839,0.00566637674294107,0.0286285038114171,0.0126407319682048,0.00460988372178948,0.00157311897490229,0.0069381364770305,0.155796532184328,0.0141469331840891
151,"diabetes_prevalence","P-value",0.349483723226739,0.00452968572512802,0.101962855131219,0.364360704747623,0.366515658396284,0.0411894536476845,0.354097576980171,0.576519029386522,0.744428813363765,0.530523699372559,0.0019772813648345,0.369587948628381
120,"female_smokers","Coefficient",-4248.26962926588,-0.0513447349401126,-0.000155750745612362,-54717.0584024682,-6.00731264019977,0.000175531613618031,4308.0617226625,0.739168946341372,0.00922817513309443,23554.3023912744,-23877.2052521537,-0.00159271057451109
120,"female_smokers","R-square",0.0034365973495663,0.0736316522940572,0.000526229826053477,0.00768851662956275,0.0105891013878399,0.00104213190782234,0.00618120804230799,0.0244508860399078,0.0219007699612535,0.0343586742013744,0.0394093520019033,0.100140018231078
120,"female_smokers","P-value",0.524774481263119,0.00271889544354161,0.803597264776339,0.345080372593346,0.267488930995497,0.728568401537331,0.553922199944918,0.236937173099427,0.263320737834244,0.202268904539066,0.171498282404056,0.0267442486016622
118,"male_smokers","Coefficient",-7138.38416853235,-0.0191268746639148,-0.000763520470043281,-46432.1924204019,1.85669338952756,-0.000434009385421015,-5589.74100729752,0.425241337823086,0.00571621249932513,-5999.47392274712,8780.58347208147,0.000721126432355172
118,"male_smokers","R-square",0.0138929212342109,0.0147225542143363,0.0181716440162021,0.00797944485976428,0.00145797533970633,0.00922910103410403,0.0110523649130001,0.00856773658063482,0.00888201355571557,0.00245495548787641,0.00586460711929975,0.0226484673299776
118,"male_smokers","P-value",0.203663508112134,0.190580809814364,0.145561090247611,0.340297247406082,0.684049815419336,0.304959481018053,0.43639706805431,0.493458506901334,0.485602149322052,0.738053540045376,0.60491743845975,0.307254908341642
73,"handwashing_facilities","Coefficient",2780.41572081599,0.00948315333611802,-0.000440119927087983,11827.7593215853,1.48024891284898,-0.000320964502550227,274.865106734707,0.0379893900939591,0.000303060337379339,377.281117377806,712.87458716026,0.00018789554032727
73,"handwashing_facilities","R-square",0.0114133034373599,0.0200603243981609,0.0297864527637087,0.00189932547532519,0.00333074452911428,0.0225966242793805,0.200186756246022,0.0154918318630756,0.00831435986292821,0.146513463678993,0.0145812923875087,0.00706051888679044
73,"handwashing_facilities","P-value",0.368330020571299,0.231979380073649,0.144257433238677,0.718192520027408,0.632606013343562,0.210834249730567,0.0283611625412359,0.562274039047308,0.671753881441141,0.116934046120882,0.633159064097201,0.740274743429328
130,"hospital_beds_per_thousand","Coefficient",-31193.5793971604,-0.158169206067366,-0.000609997702907857,-253790.574554891,-0.867852898005045,0.000433989455454839,-12444.814278368,0.0629041731060193,0.000889467455511062,-26682.2831851508,-57597.3960774567,-0.000265701430337775
130,"hospital_beds_per_thousand","R-square",0.0104995857224477,0.0340961180537798,0.000445277892231597,0.00949022089921131,1.26843131725522e-05,0.000360521712108957,0.0033050708601497,0.000401833568872504,0.000775236230625579,0.00257159634739397,0.0134096654487679,0.0001480530823351
130,"hospital_beds_per_thousand","P-value",0.246015529121531,0.0354538964461085,0.81164983743393,0.275897486112718,0.968300891472081,0.83220014012754,0.651826050787584,0.875070398577275,0.827120035137008,0.713111323999635,0.399839131277119,0.929742612276744
153,"life_expectancy","Coefficient",1741.13976430061,-0.0132989108907284,-9.28047234947354e-05,-13400.1859698162,-5.13635611848926,0.000141419969627948,7920.06160756833,0.79093111357276,0.00776314528261411,29547.0772859686,5667.71796248252,-0.00209889049300056
153,"life_expectancy","R-square",0.000382142977737517,0.00137879003411825,0.000107808280653967,0.000315834281226737,0.00530444478789138,0.00040471226131423,0.0129642780753608,0.0172981657800881,0.00965527432668576,0.0312443471293882,0.00128795625092593,0.0872671682471324
153,"life_expectancy","P-value",0.810453313833473,0.648613753733066,0.898638257784742,0.830245940255645,0.379026586718886,0.808246398164411,0.344425144861623,0.274255631325152,0.414933087634342,0.180490102601319,0.787275187265412,0.0231171411648442
147,"human_development_index","Coefficient",143311.940726864,-1.5595270107672,-0.0474709952610094,-1024367.29919978,-278.804104466083,-0.020215464786517,544438.037896549,23.5399692135124,0.182904592180801,1390492.64610359,513388.793022122,-0.070603776601693
147,"human_development_index","R-square",0.000995405301826054,0.0140196353051772,0.0115634568361206,0.000711957195663078,0.00602883039503817,0.00343412588739909,0.0262894354907176,0.00657875314369676,0.00229931243715897,0.0313421496063609,0.00478690331209975,0.0448525104701751
147,"human_development_index","P-value",0.704425839816626,0.153190238094249,0.194835297695851,0.75089742915344,0.354953737317642,0.485372296193481,0.183169582396535,0.507631273578332,0.695604595747549,0.183698443103666,0.605809197115971,0.110499780268222
