"국가(1)",국가(2),2018
"아시아",한국,2.5
"아시아",아제르바이잔,2.5
"아시아",중국,2.5
"아시아",키프로스,6.8
"아시아",조지아,8.2
"아시아",중국령 홍콩,2.5
"아시아",인도,14.0
"아시아",인도네시아,9.0
"아시아",이란,4.7
"아시아",이라크,23.7
"아시아",이스라엘,2.5
"아시아",일본,2.5
"아시아",요르단,8.5
"아시아",카자흐스탄,2.5
"아시아",북한,47.6
"아시아",쿠웨이트,2.5
"아시아",키르기스스탄,6.4
"아시아",레바논,5.7
"아시아",말레이시아,3.0
"아시아",오만,7.8
"아시아",파키스탄,12.3
"아시아",필리핀,14.5
"아시아",사우디아라비아,4.8
"아시아",스리랑카,7.6
"아시아",태국,9.3
"아시아",터키,2.5
"아시아",투르크메니스탄,4.0
"아시아",아랍 에미리트 연합국,3.1
"아시아",우즈베키스탄,2.6
"아시아",베트남,6.4
"북아메리카",캐나다,2.5
"북아메리카",멕시코,7.1
"북아메리카",미국,2.5
"남아메리카",아르헨티나,3.8
"남아메리카",바베이도스,4.3
"남아메리카",볼리비아,15.5
"남아메리카",브라질,2.5
"남아메리카",칠레,3.5
"남아메리카",콜럼비아,5.5
"남아메리카",코스타리카,3.2
"남아메리카",쿠바,2.5
"남아메리카",에콰도르,8.8
"남아메리카",엘살바도르,8.9
"남아메리카",과테말라,16.1
"남아메리카",온두라스,13.8
"남아메리카",자메이카,8.7
"남아메리카",니카라과,17.2
"남아메리카",파나마,6.9
"남아메리카",파라과이,8.8
"남아메리카",페루,6.7
"남아메리카",수리남,8.1
"남아메리카",트리니다드토바고,5.5
"남아메리카",우루과이,2.5
"남아메리카",베네수엘라,31.4
"유럽",알바니아,3.6
"유럽",오스트리아,2.5
"유럽",벨라루스,2.5
"유럽",벨기에,2.5
"유럽",보스니아-헤르체고비나,2.5
"유럽",불가리아,3.0
"유럽",크로아티아,2.5
"유럽",체코,2.5
"유럽",덴마크,2.5
"유럽",에스토니아,2.5
"유럽",핀란드,2.5
"유럽",프랑스,2.5
"유럽",독일,2.5
"유럽",그리스,2.5
"유럽",헝가리,2.5
"유럽",아이슬란드,2.5
"유럽",아일랜드,2.5
"유럽",이탈리아,2.5
"유럽",라트비아,2.5
"유럽",리투아니아,2.5
"유럽",룩셈부르크,2.5
"유럽",몰타,2.5
"유럽",네덜란드,2.5
"유럽",노르웨이,2.5
"유럽",폴란드,2.5
"유럽",포르투갈,2.5
"유럽",루마니아,2.5
"유럽",러시아,2.5
"유럽",슬로바키아,6.1
"유럽",슬로베니아,2.5
"유럽",스페인,2.5
"유럽",스웨덴,2.5
"유럽",스위스,2.5
"유럽",우크라이나,3.5
"유럽",영국,2.5
"유럽",몬테네그로,2.5
"유럽",세르비아,4.6
"아프리카",알제리,2.8
"아프리카",앙골라,18.6
"아프리카",베냉,7.4
"아프리카",카메룬,6.3
"아프리카",콩고,28.0
"아프리카",이집트,4.7
"아프리카",에티오피아,19.7
"아프리카",가봉,16.6
"아프리카",가나,6.5
"아프리카",케냐,23.0
"아프리카",라이베리아,37.5
"아프리카",마다가스카르,41.7
"아프리카",모로코,4.3
"아프리카",나이지리아,12.6
"아프리카",세네갈,9.4
"아프리카",남아프리카공화국,5.7
"아프리카",수단,12.4
"아프리카",탄자니아,25.0
"아프리카",토고,20.7
"아프리카",튀니지,2.5
"오세아니아",오스트레일리아,2.5
"오세아니아",피지,3.9
"오세아니아",뉴질랜드,2.5
