"국가별",2020
"아시아",
"한국",0.2
"아프가니스탄",-1.7
"아르메니아",-1.7
"아제르바이잔",0.1
"바레인",31.1
"방글라데시",-2.3
"부탄",0.4
"캄보디아",-1.9
"중국",-0.2
"키프로스",4.2
"조지아",-2.5
"홍콩",4.0
"인도",-0.4
"인도네시아",-0.4
"이란",-0.7
"이라크",0.2
"이스라엘",1.2
"일본",0.6
"요르단",1.1
"카자흐스탄",-1.0
"북한",-0.2
"쿠웨이트",9.8
"키르기즈스탄",-0.6
"라오스",-2.1
"레바논",-4.5
"마카오",8.0
"말레이시아",1.6
"몰디브",22.8
"몽골",-0.3
"미얀마",-3.1
"네팔",1.5
"오만",18.6
"파키스탄",-1.1
"팔레스타인",-2.2
"필리핀",-0.6
"카타르",14.7
"사우디아라비아",4.1
"싱가포르",4.7
"스리랑카",-4.6
"시리아",-24.1
"대만",1.3
"타지키스탄",-2.2
"태국",0.3
"터키",3.5
"투르크메니스탄",-0.9
"아랍에미리트",4.2
"우즈베키스탄",-0.3
"베트남",-0.8
"예멘",-1.1
"북아메리카",
"캐나다",6.6
"멕시코",-0.5
"미국",2.9
"남아메리카",
"아르헨티나",0.1
"아루바",1.9
"바하마",2.6
"바베이도스",-0.3
"벨리즈",3.2
"볼리비아",-0.8
"브라질",0.1
"칠레",6.0
"콜롬비아",4.2
"코스타리카",0.8
"쿠바",-1.3
"도미니카공화국",-2.8
"에콰도르",2.2
"엘살바도르",-6.3
"그레나다",-1.8
"과들루프",-3.6
"과테말라",-0.5
"가이아나",-7.7
"아이티",-3.2
"온두라스",-0.7
"자메이카",-3.9
"마르티니크",-2.5
"니카라과",-3.3
"파나마",2.7
"파라과이",-2.4
"페루",3.1
"푸에르토리코",-31.4
"세인트빈센트그레나딘",-1.8
"수리남",-1.7
"트리니다드토바고",-0.6
"미국령버진아일랜드",-4.3
"우루과이",-0.9
"베네수엘라",-22.3
"유럽",
"알바니아",-4.9
"오스트리아",7.4
"벨라루스",0.9
"벨기에",4.2
"불가리아",-0.7
"샤넬군도",8.0
"크로아티아",-1.9
"체코",2.1
"덴마크",2.6
"에스토니아",3.0
"핀란드",2.5
"프랑스",0.6
"독일",6.6
"그리스",-1.5
"헝가리",0.6
"아이슬란드",1.1
"아일랜드",4.9
"이탈리아",2.5
"라트비아",-7.6
"리투아니아",-11.6
"룩셈부르크",16.3
"북마케도니아",-0.5
"몰타",2.1
"몰도바",-0.3
"네덜란드",0.9
"노르웨이",5.3
"폴란드",-0.8
"포르투갈",-0.6
"루마니아",-3.8
"러시아",1.3
"슬로바키아",0.3
"슬로베니아",1.0
"스페인",0.9
"스웨덴",4.0
"스위스",6.1
"우크라이나",0.2
"영국",3.9
"몬테네그로",-0.8
"세르비아",0.5
"아프리카",
"알제리",-0.2
"앙골라",0.2
"베냉",-0.2
"보츠와나",1.3
"부르키나파소",-1.3
"부룬디",0.2
"카메룬",-0.2
"카보베르데",-2.5
"중앙아프리카공화국",-8.6
"차드",0.1
"코모로",-2.4
"콩고",-0.8
"콩고민주공화국",0.3
"코트디부아르",-0.3
"지부티",0.9
"이집트",-0.4
"적도기니",12.4
"에리트레아",-11.6
"에티오피아",0.3
"가봉",1.6
"감비아",-1.4
"가나",-0.3
"기니",-0.3
"기니비사우",-0.8
"케냐",-0.2
"레소토",-4.8
"라이베리아",-1.0
"리비아",-0.3
"마다가스카르",-0.1
"말라위",-0.9
"말리",-2.1
"모리타니",1.2
"모로코",-1.4
"모잠비크",-0.2
"나미비아",-2.0
"니제르",0.2
"나이지리아",-0.3
"레위니옹",-1.4
"르완다",-0.7
"상투메프린시페",-8.0
"세네갈",-1.3
"세이셸",-2.1
"시에라리온",-0.6
"소말리아",-2.7
"남아프리카공화국",2.5
"수단",-1.2
"에스와티니",-7.4
"탄자니아",-0.7
"토고",-0.3
"튀니지",-0.3
"우간다",4.0
"서사하라",9.9
"잠비아",-0.5
"짐바브웨",-8.2
"오세아니아",
"오스트레일리아",6.4
"피지",-7.0
"프랑스령폴리네시아",-3.6
"괌",-3.1
"키리바시",-6.9
"마이크로네시아",-5.4
"뉴칼레도니아",1.8
"뉴질랜드",3.2
"파푸아뉴기니",-0.1
"사모아",-14.3
"솔로몬제도",-2.5
"통가",-7.7
"바누아투",0.4
